order_id,order_date,order_timestamp,sku,product_name,category,region,unit_price,quantity,discount_pct,gross_amount,net_amount
ORD-20260604-0016,2026-06-04,2026-06-04 20:09:00,SKU-1007,Water Bottle,Fitness,East,349,1,0.0,349,349.0
ORD-20260604-0017,2026-06-04,2026-06-04 22:26:00,SKU-1002,Bluetooth Speaker,Electronics,Central,1999,2,0.0,3998,3998.0
ORD-20260604-0018,2026-06-04,2026-06-04 05:20:00,SKU-1002,Bluetooth Speaker,Electronics,West,1999,2,15.0,3998,3398.3
ORD-20260604-0019,2026-06-04,2026-06-04 02:34:00,SKU-1009,Phone Case,Accessories,Central,299,1,0.0,299,299.0
ORD-20260604-0020,2026-06-04,2026-06-04 01:12:00,SKU-1002,Bluetooth Speaker,Electronics,East,1999,1,0.0,1999,1999.0
ORD-20260604-0021,2026-06-04,2026-06-04 16:38:00,SKU-1010,USB-C Cable,Electronics,Unknown,199,2,10.0,398,358.2
ORD-20260604-0022,2026-06-04,2026-06-04 21:53:00,SKU-1006,Yoga Mat,Fitness,West,599,2,0.0,1198,1198.0
ORD-20260604-0023,2026-06-04,2026-06-04 16:17:00,SKU-1004,Office Chair,Furniture,East,5499,1,15.0,5499,4674.15
ORD-20260604-0024,2026-06-04,2026-06-04 03:53:00,SKU-1003,Notebook Set,Stationery,Central,249,1,0.0,249,249.0
ORD-20260604-0025,2026-06-04,2026-06-04 10:06:00,SKU-1005,LED Desk Lamp,Furniture,Unknown,899,1,10.0,899,809.1
ORD-20260604-0026,2026-06-04,2026-06-04 17:10:00,SKU-1006,Yoga Mat,Fitness,Central,599,2,5.0,1198,1138.1
ORD-20260604-0027,2026-06-04,2026-06-04 16:56:00,SKU-1008,Backpack,Accessories,South,1499,1,0.0,1499,1499.0
ORD-20260604-0028,2026-06-04,2026-06-04 06:12:00,SKU-1004,Office Chair,Furniture,North,5499,1,0.0,5499,5499.0
ORD-20260604-0029,2026-06-04,2026-06-04 00:17:00,SKU-1002,Bluetooth Speaker,Electronics,Unknown,1999,3,0.0,5997,5997.0
ORD-20260604-0030,2026-06-04,2026-06-04 16:59:00,SKU-1005,LED Desk Lamp,Furniture,North,899,3,5.0,2697,2562.15
ORD-20260604-0031,2026-06-04,2026-06-04 03:01:00,SKU-1001,Wireless Mouse,Electronics,North,799,1,15.0,799,679.15
ORD-20260604-0032,2026-06-04,2026-06-04 01:19:00,SKU-1001,Wireless Mouse,Electronics,North,799,4,0.0,3196,3196.0
ORD-20260604-0033,2026-06-04,2026-06-04 05:03:00,SKU-1002,Bluetooth Speaker,Electronics,West,1999,1,0.0,1999,1999.0
ORD-20260604-0034,2026-06-04,2026-06-04 22:42:00,SKU-1005,LED Desk Lamp,Furniture,Unknown,899,1,0.0,899,899.0
ORD-20260604-0035,2026-06-04,2026-06-04 06:20:00,SKU-1004,Office Chair,Furniture,West,5499,1,10.0,5499,4949.1
ORD-20260604-0036,2026-06-04,2026-06-04 09:14:00,SKU-1003,Notebook Set,Stationery,West,249,1,0.0,249,249.0
ORD-20260604-0037,2026-06-04,2026-06-04 22:16:00,SKU-1007,Water Bottle,Fitness,Central,349,1,15.0,349,296.65
ORD-20260604-0038,2026-06-04,2026-06-04 14:43:00,SKU-1004,Office Chair,Furniture,West,5499,1,0.0,5499,5499.0
ORD-20260604-0039,2026-06-04,2026-06-04 16:07:00,SKU-1010,USB-C Cable,Electronics,Central,199,4,0.0,796,796.0
ORD-20260604-0040,2026-06-04,2026-06-04 03:58:00,SKU-1001,Wireless Mouse,Electronics,Unknown,799,2,5.0,1598,1518.1
ORD-20260604-0041,2026-06-04,2026-06-04 00:41:00,SKU-1006,Yoga Mat,Fitness,West,599,1,0.0,599,599.0
ORD-20260604-0042,2026-06-04,2026-06-04 21:54:00,SKU-1003,Notebook Set,Stationery,South,249,3,0.0,747,747.0
ORD-20260604-0043,2026-06-04,2026-06-04 21:16:00,SKU-1004,Office Chair,Furniture,Central,5499,2,0.0,10998,10998.0
ORD-20260604-0044,2026-06-04,2026-06-04 20:47:00,SKU-1007,Water Bottle,Fitness,North,349,2,0.0,698,698.0
ORD-20260604-0045,2026-06-04,2026-06-04 10:37:00,SKU-1009,Phone Case,Accessories,Central,299,2,0.0,598,598.0
ORD-20260604-0046,2026-06-04,2026-06-04 08:43:00,SKU-1002,Bluetooth Speaker,Electronics,Central,1999,1,0.0,1999,1999.0
ORD-20260604-0047,2026-06-04,2026-06-04 17:44:00,SKU-1007,Water Bottle,Fitness,West,349,2,0.0,698,698.0
ORD-20260604-0048,2026-06-04,2026-06-04 09:44:00,SKU-1003,Notebook Set,Stationery,North,249,3,5.0,747,709.65
ORD-20260605-0000,2026-06-05,2026-06-05 19:53:00,SKU-1005,LED Desk Lamp,Furniture,Unknown,899,2,15.0,1798,1528.3
ORD-20260605-0001,2026-06-05,2026-06-05 04:26:00,SKU-1001,Wireless Mouse,Electronics,Unknown,799,2,0.0,1598,1598.0
ORD-20260605-0002,2026-06-05,2026-06-05 14:58:00,SKU-1007,Water Bottle,Fitness,North,349,2,0.0,698,698.0
ORD-20260605-0003,2026-06-05,2026-06-05 09:43:00,SKU-1010,USB-C Cable,Electronics,Central,199,2,0.0,398,398.0
ORD-20260605-0004,2026-06-05,2026-06-05 04:07:00,SKU-1003,Notebook Set,Stationery,South,249,2,0.0,498,498.0
ORD-20260605-0005,2026-06-05,2026-06-05 00:56:00,SKU-1006,Yoga Mat,Fitness,South,599,2,5.0,1198,1138.1
ORD-20260605-0006,2026-06-05,2026-06-05 03:36:00,SKU-1002,Bluetooth Speaker,Electronics,East,1999,1,10.0,1999,1799.1
ORD-20260605-0007,2026-06-05,2026-06-05 22:08:00,SKU-1001,Wireless Mouse,Electronics,South,799,1,5.0,799,759.05
ORD-20260605-0008,2026-06-05,2026-06-05 20:30:00,SKU-1009,Phone Case,Accessories,Unknown,299,2,0.0,598,598.0
ORD-20260605-0009,2026-06-05,2026-06-05 14:44:00,SKU-1007,Water Bottle,Fitness,North,349,4,0.0,1396,1396.0
ORD-20260605-0010,2026-06-05,2026-06-05 05:49:00,SKU-1010,USB-C Cable,Electronics,North,199,1,0.0,199,199.0
ORD-20260605-0011,2026-06-05,2026-06-05 12:45:00,SKU-1003,Notebook Set,Stationery,North,249,2,15.0,498,423.3
ORD-20260605-0012,2026-06-05,2026-06-05 19:01:00,SKU-1003,Notebook Set,Stationery,West,249,1,0.0,249,249.0
ORD-20260605-0013,2026-06-05,2026-06-05 11:01:00,SKU-1010,USB-C Cable,Electronics,Central,199,1,5.0,199,189.05
ORD-20260605-0014,2026-06-05,2026-06-05 00:53:00,SKU-1009,Phone Case,Accessories,East,299,1,0.0,299,299.0
ORD-20260605-0015,2026-06-05,2026-06-05 07:27:00,SKU-1005,LED Desk Lamp,Furniture,Central,899,1,10.0,899,809.1
ORD-20260605-0016,2026-06-05,2026-06-05 19:56:00,SKU-1002,Bluetooth Speaker,Electronics,South,1999,2,0.0,3998,3998.0
ORD-20260605-0017,2026-06-05,2026-06-05 07:44:00,SKU-1001,Wireless Mouse,Electronics,South,799,2,15.0,1598,1358.3
ORD-20260605-0018,2026-06-05,2026-06-05 01:31:00,SKU-1008,Backpack,Accessories,Unknown,1499,1,5.0,1499,1424.05
ORD-20260605-0019,2026-06-05,2026-06-05 11:27:00,SKU-1001,Wireless Mouse,Electronics,Unknown,799,1,0.0,799,799.0
ORD-20260605-0020,2026-06-05,2026-06-05 20:02:00,SKU-1008,Backpack,Accessories,East,1499,1,0.0,1499,1499.0
ORD-20260605-0021,2026-06-05,2026-06-05 18:11:00,SKU-1009,Phone Case,Accessories,Central,299,2,0.0,598,598.0
ORD-20260605-0022,2026-06-05,2026-06-05 03:00:00,SKU-1008,Backpack,Accessories,East,1499,2,0.0,2998,2998.0
ORD-20260605-0023,2026-06-05,2026-06-05 01:18:00,SKU-1004,Office Chair,Furniture,Central,5499,1,0.0,5499,5499.0
ORD-20260605-0024,2026-06-05,2026-06-05 22:28:00,SKU-1003,Notebook Set,Stationery,East,249,1,10.0,249,224.1
ORD-20260605-0025,2026-06-05,2026-06-05 14:37:00,SKU-1004,Office Chair,Furniture,North,5499,2,0.0,10998,10998.0
ORD-20260605-0026,2026-06-05,2026-06-05 10:49:00,SKU-1001,Wireless Mouse,Electronics,West,799,1,0.0,799,799.0
ORD-20260605-0027,2026-06-05,2026-06-05 10:07:00,SKU-1004,Office Chair,Furniture,East,5499,4,10.0,21996,19796.4
ORD-20260605-0028,2026-06-05,2026-06-05 19:16:00,SKU-1010,USB-C Cable,Electronics,East,199,1,5.0,199,189.05
ORD-20260605-0029,2026-06-05,2026-06-05 07:22:00,SKU-1002,Bluetooth Speaker,Electronics,North,1999,3,0.0,5997,5997.0
ORD-20260605-0030,2026-06-05,2026-06-05 09:24:00,SKU-1001,Wireless Mouse,Electronics,North,799,1,0.0,799,799.0
ORD-20260605-0031,2026-06-05,2026-06-05 11:56:00,SKU-1001,Wireless Mouse,Electronics,East,799,2,0.0,1598,1598.0
ORD-20260605-0032,2026-06-05,2026-06-05 01:37:00,SKU-1004,Office Chair,Furniture,North,5499,3,0.0,16497,16497.0
ORD-20260605-0033,2026-06-05,2026-06-05 11:53:00,SKU-1009,Phone Case,Accessories,East,299,3,0.0,897,897.0
ORD-20260605-0034,2026-06-05,2026-06-05 17:56:00,SKU-1010,USB-C Cable,Electronics,North,199,2,10.0,398,358.2
ORD-20260605-0035,2026-06-05,2026-06-05 02:48:00,SKU-1003,Notebook Set,Stationery,East,249,1,0.0,249,249.0
ORD-20260605-0036,2026-06-05,2026-06-05 17:30:00,SKU-1005,LED Desk Lamp,Furniture,East,899,1,10.0,899,809.1
ORD-20260605-0037,2026-06-05,2026-06-05 21:49:00,SKU-1004,Office Chair,Furniture,North,5499,1,10.0,5499,4949.1
ORD-20260605-0038,2026-06-05,2026-06-05 13:23:00,SKU-1002,Bluetooth Speaker,Electronics,East,1999,1,10.0,1999,1799.1
ORD-20260605-0039,2026-06-05,2026-06-05 17:32:00,SKU-1010,USB-C Cable,Electronics,Central,199,2,10.0,398,358.2
ORD-20260605-0040,2026-06-05,2026-06-05 12:49:00,SKU-1004,Office Chair,Furniture,Unknown,5499,2,0.0,10998,10998.0
ORD-20260605-0041,2026-06-05,2026-06-05 08:57:00,SKU-1009,Phone Case,Accessories,East,299,1,0.0,299,299.0
ORD-20260605-0042,2026-06-05,2026-06-05 21:24:00,SKU-1003,Notebook Set,Stationery,South,249,1,5.0,249,236.55
ORD-20260605-0043,2026-06-05,2026-06-05 05:54:00,SKU-1002,Bluetooth Speaker,Electronics,West,1999,1,0.0,1999,1999.0
ORD-20260605-0044,2026-06-05,2026-06-05 23:55:00,SKU-1002,Bluetooth Speaker,Electronics,Unknown,1999,1,0.0,1999,1999.0
ORD-20260605-0045,2026-06-05,2026-06-05 05:28:00,SKU-1005,LED Desk Lamp,Furniture,Unknown,899,3,10.0,2697,2427.3
ORD-20260605-0046,2026-06-05,2026-06-05 08:59:00,SKU-1004,Office Chair,Furniture,West,5499,2,0.0,10998,10998.0
ORD-20260605-0047,2026-06-05,2026-06-05 14:23:00,SKU-1002,Bluetooth Speaker,Electronics,South,1999,3,5.0,5997,5697.15
ORD-20260605-0048,2026-06-05,2026-06-05 13:52:00,SKU-1008,Backpack,Accessories,West,1499,1,0.0,1499,1499.0
ORD-20260605-0049,2026-06-05,2026-06-05 19:08:00,SKU-1008,Backpack,Accessories,East,1499,2,0.0,2998,2998.0
ORD-20260605-0050,2026-06-05,2026-06-05 00:10:00,SKU-1006,Yoga Mat,Fitness,South,599,1,0.0,599,599.0
ORD-20260605-0051,2026-06-05,2026-06-05 21:00:00,SKU-1004,Office Chair,Furniture,East,5499,1,15.0,5499,4674.15
ORD-20260605-0052,2026-06-05,2026-06-05 02:34:00,SKU-1008,Backpack,Accessories,Unknown,1499,1,0.0,1499,1499.0
ORD-20260605-0053,2026-06-05,2026-06-05 19:48:00,SKU-1007,Water Bottle,Fitness,West,349,2,15.0,698,593.3
ORD-20260605-0054,2026-06-05,2026-06-05 04:40:00,SKU-1004,Office Chair,Furniture,Unknown,5499,2,10.0,10998,9898.2
ORD-20260605-0055,2026-06-05,2026-06-05 20:59:00,SKU-1008,Backpack,Accessories,North,1499,1,0.0,1499,1499.0
ORD-20260605-0056,2026-06-05,2026-06-05 22:05:00,SKU-1009,Phone Case,Accessories,South,299,1,5.0,299,284.05
ORD-20260605-0057,2026-06-05,2026-06-05 09:40:00,SKU-1002,Bluetooth Speaker,Electronics,North,1999,1,0.0,1999,1999.0
ORD-20260605-0058,2026-06-05,2026-06-05 07:51:00,SKU-1004,Office Chair,Furniture,Central,5499,3,15.0,16497,14022.45
ORD-20260605-0059,2026-06-05,2026-06-05 00:15:00,SKU-1010,USB-C Cable,Electronics,South,199,2,0.0,398,398.0
ORD-20260605-0060,2026-06-05,2026-06-05 04:22:00,SKU-1003,Notebook Set,Stationery,North,249,1,0.0,249,249.0
ORD-20260605-0061,2026-06-05,2026-06-05 16:48:00,SKU-1006,Yoga Mat,Fitness,Unknown,599,1,0.0,599,599.0
ORD-20260605-0062,2026-06-05,2026-06-05 00:06:00,SKU-1010,USB-C Cable,Electronics,West,199,1,0.0,199,199.0
ORD-20260605-0063,2026-06-05,2026-06-05 09:45:00,SKU-1010,USB-C Cable,Electronics,South,199,1,15.0,199,169.15
ORD-20260605-0064,2026-06-05,2026-06-05 17:11:00,SKU-1008,Backpack,Accessories,North,1499,3,0.0,4497,4497.0
ORD-20260605-0065,2026-06-05,2026-06-05 02:37:00,SKU-1001,Wireless Mouse,Electronics,Central,799,2,15.0,1598,1358.3
ORD-20260605-0066,2026-06-05,2026-06-05 20:58:00,SKU-1003,Notebook Set,Stationery,Unknown,249,1,15.0,249,211.65
ORD-20260605-0067,2026-06-05,2026-06-05 09:55:00,SKU-1005,LED Desk Lamp,Furniture,East,899,1,0.0,899,899.0
ORD-20260605-0068,2026-06-05,2026-06-05 01:42:00,SKU-1007,Water Bottle,Fitness,East,349,2,0.0,698,698.0
ORD-20260605-0069,2026-06-05,2026-06-05 04:57:00,SKU-1005,LED Desk Lamp,Furniture,South,899,1,15.0,899,764.15
ORD-20260605-0070,2026-06-05,2026-06-05 21:47:00,SKU-1005,LED Desk Lamp,Furniture,Unknown,899,1,0.0,899,899.0
ORD-20260605-0071,2026-06-05,2026-06-05 21:50:00,SKU-1005,LED Desk Lamp,Furniture,North,899,3,5.0,2697,2562.15
ORD-20260605-0072,2026-06-05,2026-06-05 08:29:00,SKU-1003,Notebook Set,Stationery,Unknown,249,2,0.0,498,498.0
ORD-20260605-0073,2026-06-05,2026-06-05 12:27:00,SKU-1007,Water Bottle,Fitness,East,349,1,5.0,349,331.55
ORD-20260605-0074,2026-06-05,2026-06-05 13:15:00,SKU-1004,Office Chair,Furniture,West,5499,1,15.0,5499,4674.15
ORD-20260605-0075,2026-06-05,2026-06-05 23:52:00,SKU-1001,Wireless Mouse,Electronics,North,799,1,0.0,799,799.0
ORD-20260605-0076,2026-06-05,2026-06-05 05:48:00,SKU-1001,Wireless Mouse,Electronics,Central,799,2,0.0,1598,1598.0
ORD-20260605-0077,2026-06-05,2026-06-05 20:53:00,SKU-1004,Office Chair,Furniture,Central,5499,4,0.0,21996,21996.0
ORD-20260605-0078,2026-06-05,2026-06-05 01:15:00,SKU-1010,USB-C Cable,Electronics,Unknown,199,2,0.0,398,398.0
ORD-20260605-0079,2026-06-05,2026-06-05 13:01:00,SKU-1001,Wireless Mouse,Electronics,Unknown,799,2,15.0,1598,1358.3
ORD-20260605-0080,2026-06-05,2026-06-05 07:15:00,SKU-1009,Phone Case,Accessories,West,299,1,0.0,299,299.0
ORD-20260605-0081,2026-06-05,2026-06-05 15:10:00,SKU-1006,Yoga Mat,Fitness,Central,599,1,15.0,599,509.15
ORD-20260605-0082,2026-06-05,2026-06-05 22:17:00,SKU-1005,LED Desk Lamp,Furniture,Unknown,899,2,5.0,1798,1708.1
ORD-20260605-0083,2026-06-05,2026-06-05 12:39:00,SKU-1005,LED Desk Lamp,Furniture,North,899,2,5.0,1798,1708.1
ORD-20260605-0084,2026-06-05,2026-06-05 08:27:00,SKU-1010,USB-C Cable,Electronics,Central,199,1,0.0,199,199.0
ORD-20260605-0085,2026-06-05,2026-06-05 16:04:00,SKU-1006,Yoga Mat,Fitness,East,599,1,15.0,599,509.15
ORD-20260605-0086,2026-06-05,2026-06-05 09:38:00,SKU-1002,Bluetooth Speaker,Electronics,South,1999,1,0.0,1999,1999.0
ORD-20260605-0087,2026-06-05,2026-06-05 17:12:00,SKU-1006,Yoga Mat,Fitness,East,599,2,10.0,1198,1078.2
ORD-20260605-0088,2026-06-05,2026-06-05 22:08:00,SKU-1010,USB-C Cable,Electronics,North,199,2,0.0,398,398.0
ORD-20260605-0089,2026-06-05,2026-06-05 19:20:00,SKU-1004,Office Chair,Furniture,East,5499,2,15.0,10998,9348.3
ORD-20260605-0090,2026-06-05,2026-06-05 01:21:00,SKU-1008,Backpack,Accessories,South,1499,1,0.0,1499,1499.0
ORD-20260605-0091,2026-06-05,2026-06-05 14:45:00,SKU-1002,Bluetooth Speaker,Electronics,West,1999,3,0.0,5997,5997.0
ORD-20260605-0092,2026-06-05,2026-06-05 20:35:00,SKU-1005,LED Desk Lamp,Furniture,Unknown,899,1,0.0,899,899.0
ORD-20260605-0093,2026-06-05,2026-06-05 20:00:00,SKU-1005,LED Desk Lamp,Furniture,East,899,1,0.0,899,899.0
ORD-20260606-0000,2026-06-06,2026-06-06 22:43:00,SKU-1007,Water Bottle,Fitness,Central,349,1,15.0,349,296.65
ORD-20260606-0001,2026-06-06,2026-06-06 04:16:00,SKU-1005,LED Desk Lamp,Furniture,Unknown,899,1,10.0,899,809.1
ORD-20260606-0002,2026-06-06,2026-06-06 06:32:00,SKU-1008,Backpack,Accessories,South,1499,1,0.0,1499,1499.0
ORD-20260606-0003,2026-06-06,2026-06-06 22:22:00,SKU-1009,Phone Case,Accessories,Central,299,1,5.0,299,284.05
ORD-20260606-0004,2026-06-06,2026-06-06 17:59:00,SKU-1002,Bluetooth Speaker,Electronics,East,1999,4,5.0,7996,7596.2
ORD-20260606-0005,2026-06-06,2026-06-06 03:02:00,SKU-1009,Phone Case,Accessories,Unknown,299,1,0.0,299,299.0
ORD-20260606-0006,2026-06-06,2026-06-06 07:17:00,SKU-1006,Yoga Mat,Fitness,North,599,2,10.0,1198,1078.2
ORD-20260606-0007,2026-06-06,2026-06-06 22:17:00,SKU-1006,Yoga Mat,Fitness,North,599,1,0.0,599,599.0
ORD-20260606-0008,2026-06-06,2026-06-06 08:46:00,SKU-1004,Office Chair,Furniture,West,5499,1,0.0,5499,5499.0
ORD-20260606-0009,2026-06-06,2026-06-06 01:50:00,SKU-1005,LED Desk Lamp,Furniture,West,899,1,0.0,899,899.0
ORD-20260606-0010,2026-06-06,2026-06-06 08:14:00,SKU-1007,Water Bottle,Fitness,Unknown,349,3,15.0,1047,889.95
ORD-20260606-0011,2026-06-06,2026-06-06 20:36:00,SKU-1006,Yoga Mat,Fitness,Unknown,599,1,0.0,599,599.0
ORD-20260606-0012,2026-06-06,2026-06-06 13:50:00,SKU-1007,Water Bottle,Fitness,Unknown,349,2,5.0,698,663.1
ORD-20260606-0013,2026-06-06,2026-06-06 09:52:00,SKU-1007,Water Bottle,Fitness,North,349,1,10.0,349,314.1
ORD-20260606-0014,2026-06-06,2026-06-06 09:53:00,SKU-1006,Yoga Mat,Fitness,South,599,1,0.0,599,599.0
ORD-20260606-0015,2026-06-06,2026-06-06 06:27:00,SKU-1001,Wireless Mouse,Electronics,West,799,2,0.0,1598,1598.0
ORD-20260606-0016,2026-06-06,2026-06-06 23:20:00,SKU-1007,Water Bottle,Fitness,South,349,2,15.0,698,593.3
ORD-20260606-0017,2026-06-06,2026-06-06 03:26:00,SKU-1006,Yoga Mat,Fitness,South,599,1,0.0,599,599.0
ORD-20260606-0018,2026-06-06,2026-06-06 09:29:00,SKU-1005,LED Desk Lamp,Furniture,West,899,2,5.0,1798,1708.1
ORD-20260606-0019,2026-06-06,2026-06-06 21:30:00,SKU-1008,Backpack,Accessories,Unknown,1499,2,5.0,2998,2848.1
ORD-20260606-0020,2026-06-06,2026-06-06 21:47:00,SKU-1006,Yoga Mat,Fitness,Central,599,4,0.0,2396,2396.0
ORD-20260606-0021,2026-06-06,2026-06-06 05:07:00,SKU-1003,Notebook Set,Stationery,Central,249,2,15.0,498,423.3
ORD-20260606-0022,2026-06-06,2026-06-06 20:00:00,SKU-1003,Notebook Set,Stationery,West,249,1,15.0,249,211.65
ORD-20260606-0023,2026-06-06,2026-06-06 11:46:00,SKU-1010,USB-C Cable,Electronics,East,199,1,10.0,199,179.1
ORD-20260606-0024,2026-06-06,2026-06-06 19:33:00,SKU-1002,Bluetooth Speaker,Electronics,West,1999,1,0.0,1999,1999.0
ORD-20260606-0025,2026-06-06,2026-06-06 16:33:00,SKU-1004,Office Chair,Furniture,Central,5499,2,5.0,10998,10448.1
ORD-20260606-0026,2026-06-06,2026-06-06 17:02:00,SKU-1002,Bluetooth Speaker,Electronics,Unknown,1999,1,10.0,1999,1799.1
ORD-20260606-0027,2026-06-06,2026-06-06 17:41:00,SKU-1002,Bluetooth Speaker,Electronics,Unknown,1999,1,10.0,1999,1799.1
ORD-20260606-0028,2026-06-06,2026-06-06 03:17:00,SKU-1006,Yoga Mat,Fitness,South,599,1,0.0,599,599.0
ORD-20260606-0029,2026-06-06,2026-06-06 18:10:00,SKU-1004,Office Chair,Furniture,West,5499,1,0.0,5499,5499.0
ORD-20260606-0030,2026-06-06,2026-06-06 07:31:00,SKU-1005,LED Desk Lamp,Furniture,Unknown,899,2,0.0,1798,1798.0
ORD-20260606-0031,2026-06-06,2026-06-06 20:21:00,SKU-1002,Bluetooth Speaker,Electronics,North,1999,3,5.0,5997,5697.15
ORD-20260606-0032,2026-06-06,2026-06-06 13:13:00,SKU-1009,Phone Case,Accessories,Central,299,1,5.0,299,284.05
ORD-20260606-0033,2026-06-06,2026-06-06 07:36:00,SKU-1006,Yoga Mat,Fitness,East,599,2,0.0,1198,1198.0
ORD-20260606-0034,2026-06-06,2026-06-06 03:53:00,SKU-1008,Backpack,Accessories,Central,1499,1,0.0,1499,1499.0
ORD-20260606-0035,2026-06-06,2026-06-06 17:27:00,SKU-1006,Yoga Mat,Fitness,West,599,1,15.0,599,509.15
ORD-20260606-0036,2026-06-06,2026-06-06 09:18:00,SKU-1003,Notebook Set,Stationery,West,249,2,0.0,498,498.0
ORD-20260606-0037,2026-06-06,2026-06-06 15:05:00,SKU-1009,Phone Case,Accessories,Unknown,299,1,0.0,299,299.0
ORD-20260606-0038,2026-06-06,2026-06-06 03:43:00,SKU-1009,Phone Case,Accessories,Unknown,299,1,10.0,299,269.1
ORD-20260606-0039,2026-06-06,2026-06-06 14:51:00,SKU-1006,Yoga Mat,Fitness,West,599,1,0.0,599,599.0
ORD-20260606-0040,2026-06-06,2026-06-06 05:32:00,SKU-1001,Wireless Mouse,Electronics,South,799,1,10.0,799,719.1
ORD-20260606-0041,2026-06-06,2026-06-06 04:20:00,SKU-1001,Wireless Mouse,Electronics,Central,799,1,10.0,799,719.1
ORD-20260606-0042,2026-06-06,2026-06-06 12:47:00,SKU-1009,Phone Case,Accessories,East,299,1,15.0,299,254.15
ORD-20260606-0043,2026-06-06,2026-06-06 08:31:00,SKU-1007,Water Bottle,Fitness,North,349,1,5.0,349,331.55
ORD-20260606-0044,2026-06-06,2026-06-06 00:17:00,SKU-1003,Notebook Set,Stationery,North,249,1,15.0,249,211.65
ORD-20260606-0045,2026-06-06,2026-06-06 16:54:00,SKU-1002,Bluetooth Speaker,Electronics,East,1999,2,5.0,3998,3798.1
ORD-20260606-0046,2026-06-06,2026-06-06 23:47:00,SKU-1003,Notebook Set,Stationery,Unknown,249,1,0.0,249,249.0
ORD-20260606-0047,2026-06-06,2026-06-06 17:04:00,SKU-1010,USB-C Cable,Electronics,Unknown,199,1,5.0,199,189.05
ORD-20260606-0048,2026-06-06,2026-06-06 19:28:00,SKU-1006,Yoga Mat,Fitness,Central,599,2,0.0,1198,1198.0
ORD-20260606-0049,2026-06-06,2026-06-06 23:58:00,SKU-1010,USB-C Cable,Electronics,South,199,2,0.0,398,398.0
ORD-20260606-0050,2026-06-06,2026-06-06 00:57:00,SKU-1003,Notebook Set,Stationery,North,249,1,10.0,249,224.1
ORD-20260606-0051,2026-06-06,2026-06-06 05:21:00,SKU-1003,Notebook Set,Stationery,North,249,1,15.0,249,211.65
ORD-20260606-0052,2026-06-06,2026-06-06 18:37:00,SKU-1005,LED Desk Lamp,Furniture,Central,899,1,0.0,899,899.0
ORD-20260606-0053,2026-06-06,2026-06-06 07:16:00,SKU-1008,Backpack,Accessories,Unknown,1499,1,10.0,1499,1349.1
ORD-20260606-0054,2026-06-06,2026-06-06 01:32:00,SKU-1002,Bluetooth Speaker,Electronics,South,1999,2,0.0,3998,3998.0
ORD-20260606-0055,2026-06-06,2026-06-06 00:16:00,SKU-1002,Bluetooth Speaker,Electronics,East,1999,3,5.0,5997,5697.15
ORD-20260606-0056,2026-06-06,2026-06-06 02:49:00,SKU-1003,Notebook Set,Stationery,South,249,3,0.0,747,747.0
ORD-20260606-0057,2026-06-06,2026-06-06 02:58:00,SKU-1003,Notebook Set,Stationery,North,249,3,0.0,747,747.0
